Year,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2018,10035,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,45.6,,,45.2,46.0,33969,POINT (-73.91965287 40.79355376),10035,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10036,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,37.1,,,36.5,37.7,24711,POINT (-73.98990979 40.75928041),10036,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10037,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,45.4,,,44.5,46.2,17416,POINT (-73.93740426 40.81293074),10037,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10038,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,37.6,,,36.9,38.5,20300,POINT (-74.00241874 40.70955736),10038,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10039,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,46.6,,,45.9,47.3,24527,POINT (-73.93998421 40.82463664),10039,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10040,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,39.1,,,38.5,39.7,41905,POINT (-73.931666 40.85638947),10040,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10044,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,37.1,,,36.3,38.0,11661,POINT (-73.94992413 40.76192293),10044,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10065,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,32.4,,,31.9,33.0,32270,POINT (-73.96312265 40.76461045),10065,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10069,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.3,,,35.4,37.2,5199,POINT (-73.99033522 40.77582936),10069,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10075,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,32.5,,,31.8,33.1,26121,POINT (-73.95621955 40.77336111),10075,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10119,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,40.5,,,38.9,42.3,92,POINT (-73.9929788 40.7503098),10119,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10128,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.8,,,33.3,34.2,60453,POINT (-73.95024987 40.78147659),10128,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10162,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,32.6,,,31.3,34.1,1685,POINT (-73.949167 40.76920025),10162,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10280,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.8,,,34.1,35.7,7853,POINT (-74.01655232 40.70920366),10280,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10282,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.7,,,33.5,36.4,4783,POINT (-74.0150889 40.71635395),10282,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10301,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,45.1,,,44.7,45.5,39706,POINT (-74.09602819 40.62837889),10301,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10302,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,45.9,,,45.3,46.5,19088,POINT (-74.13781919 40.63057926),10302,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10303,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,48.6,,,48.1,49.1,26337,POINT (-74.16893709 40.63218862),10303,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10304,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,45.9,,,45.4,46.4,42193,POINT (-74.0831992 40.61922436),10304,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10305,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,43.3,,,42.8,43.7,41749,POINT (-74.07538094 40.59567816),10305,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10306,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,41.8,,,41.4,42.3,55909,POINT (-74.12553009 40.5716155),10306,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10307,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,41.9,,,40.8,42.9,14096,POINT (-74.24221444 40.50774673),10307,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10308,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,40.9,,,40.3,41.6,27357,POINT (-74.15042589 40.55155168),10308,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10309,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,42.2,,,41.4,43.0,32519,POINT (-74.22053395 40.53129878),10309,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10310,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,45.4,,,44.9,45.9,24962,POINT (-74.11617323 40.63247475),10310,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10312,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,41.5,,,41.0,42.0,59304,POINT (-74.18165271 40.54508709),10312,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10314,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,42.4,,,42.1,42.7,85510,POINT (-74.16289524 40.6014868),10314,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10451,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,43.3,,,42.9,43.7,45713,POINT (-73.92367026 40.82077319),10451,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10452,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,44.4,,,44.0,44.7,75371,POINT (-73.92341262 40.8373758),10452,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10453,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,45.1,,,44.8,45.4,78309,POINT (-73.91351023 40.85228797),10453,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10454,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,44.5,,,44.1,44.9,37337,POINT (-73.91656074 40.80556451),10454,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10455,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,43.5,,,43.1,44.0,39665,POINT (-73.90859181 40.81470999),10455,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10456,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,45.6,,,45.4,45.9,86547,POINT (-73.9081201 40.82988089),10456,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10457,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,44.7,,,44.4,45.0,70496,POINT (-73.8984785 40.84861377),10457,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10458,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,43.1,,,42.7,43.4,79492,POINT (-73.8881452 40.86254568),10458,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10459,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,43.7,,,43.4,44.1,47308,POINT (-73.89297793 40.82587684),10459,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10460,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,44.1,,,43.8,44.5,57311,POINT (-73.8799545 40.84565734),10460,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10461,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,37.9,,,37.5,38.2,50502,POINT (-73.84055516 40.8474615),10461,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10462,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,41.4,,,41.1,41.7,75784,POINT (-73.85875045 40.84284255),10462,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10463,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.9,,,36.5,37.2,67970,POINT (-73.90646983 40.8808359),10463,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10464,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.8,,,32.3,35.2,4534,POINT (-73.8123037 40.87583708),10464,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10465,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.9,,,36.5,37.3,42230,POINT (-73.82308723 40.82390731),10465,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10466,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,45.3,,,45.0,45.6,67813,POINT (-73.84590555 40.89093039),10466,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10467,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,43.3,,,43.1,43.6,97060,POINT (-73.86569575 40.87460397),10467,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10468,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,42.4,,,42.1,42.7,76103,POINT (-73.89989809 40.86814443),10468,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10469,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,42.6,,,42.3,42.9,66631,POINT (-73.84701021 40.86878215),10469,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10470,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,40.1,,,39.4,40.6,15293,POINT (-73.86816731 40.89592029),10470,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10471,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.5,,,32.9,34.1,22922,POINT (-73.90150665 40.89937614),10471,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10472,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,43.9,,,43.5,44.1,66358,POINT (-73.86934827 40.82956001),10472,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10473,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,42.4,,,42.0,42.7,58519,POINT (-73.8619945 40.81825942),10473,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10474,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,44.6,,,43.7,45.4,12281,POINT (-73.88451982 40.81072986),10474,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10475,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,41.5,,,40.6,42.3,40931,POINT (-73.82606785 40.86852583),10475,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10501,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.3,,,31.7,35.1,1219,POINT (-73.76399 41.29440621),10501,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10502,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,32.5,,,31.3,33.6,5487,POINT (-73.84142933 41.01163574),10502,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10503,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,27.9,,,26.1,30.1,108,POINT (-73.87530951 41.0265555),10503,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10504,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,31.5,,,30.4,32.6,7987,POINT (-73.6993295 41.14055826),10504,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10505,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.3,,,34.4,38.2,851,POINT (-73.745449 41.34208938),10505,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10506,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,32.1,,,31.2,33.1,5790,POINT (-73.63396174 41.18876453),10506,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10507,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,38.2,,,37.3,39.1,6408,POINT (-73.68631736 41.22841138),10507,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10509,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.7,,,36.0,37.4,19507,POINT (-73.59434311 41.4117073),10509,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10510,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,32.2,,,31.4,33.1,9988,POINT (-73.83449054 41.14097579),10510,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10511,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,35.3,,,33.9,36.8,2246,POINT (-73.94448053 41.2628136),10511,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10512,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.8,,,36.1,37.5,25590,POINT (-73.71210129 41.44920357),10512,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10514,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,32.1,,,31.4,32.8,11946,POINT (-73.77086656 41.1730252),10514,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10516,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.5,,,33.3,35.7,5289,POINT (-73.9066155 41.4588149),10516,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10517,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.4,,,34.7,38.0,539,POINT (-73.86167505 41.29821689),10517,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10518,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.0,,,31.3,34.9,1268,POINT (-73.60068109 41.26773265),10518,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10519,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.5,,,32.9,36.4,316,POINT (-73.6539425 41.35265059),10519,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10520,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.5,,,32.7,34.3,12810,POINT (-73.87157692 41.22078979),10520,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10522,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.7,,,32.6,34.8,10875,POINT (-73.86473494 41.01229792),10522,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10523,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,38.9,,,38.1,39.6,7444,POINT (-73.81890722 41.06004234),10523,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10524,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,35.3,,,33.8,36.8,4421,POINT (-73.92194746 41.37063989),10524,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10526,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.0,,,32.7,35.3,1809,POINT (-73.66790073 41.29105132),10526,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10527,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.8,,,31.9,35.8,908,POINT (-73.76447503 41.31917436),10527,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10528,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.0,,,33.2,34.8,12280,POINT (-73.72294377 40.97835518),10528,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10530,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,32.7,,,32.1,33.2,12604,POINT (-73.80775713 41.02342378),10530,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10532,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.3,,,32.7,35.9,4931,POINT (-73.79518025 41.10520377),10532,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10533,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.1,,,31.6,34.5,7322,POINT (-73.85554196 41.03630226),10533,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,10535,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.1,,,32.6,35.6,555,POINT (-73.79919494 41.33499233),10535,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
